index,slang_word,correct_word
19012,jam12,jam
19013,asliiii,
19014,mbenerin,menemin
19015,whihihkkk,
19016,naa,na
19017,brois,bois
19018,smuwa,salwa
19019,gunakanlah,
19020,diakunya,diakonia
19021,neko,nako
19022,gimanaaaaaa,
19023,mukaanyaa,
19024,facebook,
19025,entod,entok
19026,tempatku,tematu
19027,besttt,bentat
19028,kadong,kacong
19029,manteb,mantab
19030,setidak,seciduk
19031,kerjakan,kerjaan
19032,google,gongli
19033,ayok,acok
19034,kmbali,kembali
19035,berikutnya,
19036,ksna,kana
19037,wkakak,wadak
19038,brader,bader
19039,feat,fiat
19040,fbyan,fan
19041,bleberan,beberan
19042,kaummu,kabumbu
19043,ttd,thd
19044,sormet,sermet
19045,rendahin,rendahan
19046,coki,caki
19047,entuk,enduk
19048,section,sentiong
19049,pengaguran,pengaburan
19050,hujatnya,
19051,tehk,teh
19052,berpulangnya,
19053,tf,t
19054,bangsatt,bangsat
19055,tergacor,terbacok
19056,untungnya,
19057,hormati,hormat
19058,nerf,naf
19059,e2,e
19060,bangunin,bangunan
19061,kgak,kagak
19062,perannya,penanya
19063,liatt,liat
19064,kuatkan,katan
19065,suddenly,
19066,tida,tiada
19067,hikm4h,hikmah
19068,edsen,eosen
19069,babyyyy,
19070,tingkahnya,
19071,chicago,
19072,guwah,gubah
19073,few,fe
19074,sekolah2,sekolah
19075,mentahnya,menanya
19076,inu,ibnu
19077,ungkit2,ungkit
19078,zaraa,zarah
19079,liatnya,liana
19080,protan,perotan
19081,syantik,seantik
19082,lebokno,lebon
19083,izar,ilar
19084,boring,baring
19085,sattttt,
19086,kasihannnn,
19087,gacuat,gaat
19088,tobr000ot,
19089,rispeck,respek
19090,ngaruh,napuh
19091,sense,sensei
19092,suscribe,
19093,croptop,
19094,development,
19095,tubuhnya,
19096,psg,pg
19097,maennya,makanya
19098,ajahhh,
19099,tguh,tauh
19100,ngat,niat
19101,hahahahaa,
19102,tonjokin,tonjokan
19103,shiromine,
19104,69,
19105,jayjay,jaja
19106,kabuoaten,kabupaten
19107,mleset,meleset
19108,sunandar,sandar
19109,nagcheng,
19110,pasword,paspor
19111,phnom,pandom
19112,pegag,pegah
19113,seindonesiapun,
19114,marriage,
19115,callisto,
19116,basii,basi
19117,botaaakkk,
19118,pemeritahan,pemerintahan
19119,digiiniin,
19120,netanyahu,
19121,wkkw,wak
19122,bawajawa,bajawa
19123,nasaruddin,
19124,kr,k
19125,acy,ac
19126,brutalnya,
19127,darimna,dahina
19128,puasaa,puasa
19129,reality,realita
19130,berpower,bergoler
19131,gemeziennnnn,
19132,smackdown,
19133,cntu,catu
19134,meghina,menghina
19135,sumpilll,sumpil
19136,pikiraanny,
19137,teroasting,terasing
19138,maklumin,maklum
19139,pertumbuhannya,
19140,mgkn,magun
19141,xnxxx,
19142,bawaannya,
19143,sapuuu,sapau
19144,ykin,yakin
19145,bundle,bangle
19146,dampaknya,
19147,muba,maba
19148,ttg,tt
19149,adk,abk
19150,lookman,loakan
19151,jawabnya,jagabaya
19152,85,
19153,mahatir,mahatur
19154,pendeknya,
19155,8sedang,
19156,untok,untuk
19157,jernihin,jernih
19158,jelaskn,jeladan
19159,hitamnya,
19160,coookk,cocok
19161,hahahahahahahahahahaha,
19162,vskcj,
19163,sbnernnya,
19164,hwi,hai
19165,favoritmu,favorit
19166,cta,ca
19167,dapetnya,
19168,donuts,danus
19169,ngmng,ngung
19170,praketin,paketan
19171,careful,
19172,sabaaarrr,
19173,ena,efa
19174,jingan,jangan
19175,ngejokes,
19176,takendol,takandal
19177,btw,bt
19178,sakalian,sekalian
19179,kekocek,kecek
19180,judotwins,
19181,mertuanya,
19182,bangitu,bangit
19183,aduhaaii,aduhai
19184,freelance,
19185,ngelatihnya,
19186,upss,upas
19187,pahamin,paham
19188,pangana,pancana
19189,jlnnya,
19190,eennnnteng,
19191,digger,diaper
19192,utowo,utalo
19193,satupun,sahurun
19194,tetaplah,tetampah
19195,mantazzz,
19196,gerrceppp,
19197,diwajibkan,
19198,kuoprossss,
19199,kwhutanan,kehutanan
19200,nggamungkin,
19201,hitamm,hitam
19202,jum,jam
19203,third,tahir
19204,datanglah,
19205,org2itu,
19206,putingnya,
19207,kelahirannya,
19208,anjh,aneh
19209,polisiii,polifili
19210,tanaka,tanak
19211,grgr,gaga
19212,icoud,ictus
19213,notif,naif
19214,nonton,nongon
19215,pling,paing
19216,ngsku,ngaju
19217,uchiha,
19218,angeles,angdes
19219,semagat,sejagat
19220,hilmahnya,
19221,kawusutai,
19222,pglima,palika
19223,membiyaykn,
19224,gaboleh,gablek
19225,lubung,lebung
19226,yaalah,
19227,lisiaaaby,
19228,tukeran,tekeran
19229,idoni,ironi
19230,telkomsel,
19231,fighter,filter
19232,wksksksk,
19233,dicoba,dimba
19234,perna,pena
19235,kedokter,kedokteran
19236,sedalem,salem
19237,6ggnb,
19238,dipindahin,
19239,nyie,nyi
19240,boboiboy,
19241,dikatai,dikati
19242,drmana,daman
19243,ketemunya,
19244,p3lakor,pelakor
19245,kopler,koper
19246,bsng,bang
19247,kthuann,
19248,dirampok,
19249,gasihh,gajih
19250,guramee,gurame
19251,ckkk,caek
19252,mulkituk,
19253,pounds,pons
19254,jualanya,jualan
19255,buyutnya,
19256,kepaia,kepada
19257,aduhafuh,
19258,cool,cocol
19259,yangblain,
19260,inshaallah,insyaallah
19261,mbelah,malah
19262,anculan,ancuan
19263,bhsa,basa
19264,wegelaseh,
19265,komo,kimo
19266,mcmtu,mambu
19267,sosisku,sosis
19268,gabs,gaba
19269,srboyo,
19270,pujianya,pujian
19271,peak,pak
19272,twis,tais
19273,4th,
19274,smpay,sampa
19275,basahin,basahan
19276,hotttt,
19277,natnyahuuu,
19278,frl,f
19279,kolornya,kolonye
19280,benter,banter
19281,pahanya,pahala
19282,berhentilah,
19283,bngt,bnpt
19284,padaha,padah
19285,panggonmu,panggon
19286,sebrang,sebang
19287,palanya,palaka
19288,hqq,h
19289,mlhan,macan
19290,pakpakpakpakpakpakpak,
19291,bisakah,bisakan
19292,hedeeeeehh,
19293,vang,vak
19294,neverstop,
19295,aksk,akak
19296,725,
19297,why,wh
19298,hdhhh,hphh
19299,sholatmu,sholat
19300,niceee,
19301,leona,lena
19302,sekurang,sekarang
19303,ngulti,
19304,wollower,
19305,1dunia,
19306,karya2mu,
19307,kkuatan,kekuatan
19308,dnger,doger
19309,muzzz,mezzo
19310,mirio,mirih
19311,seterbuka,seterika
19312,vob,voc
19313,ortunya,
19314,nasihatkan,
19315,savegg,
19316,bela2in,belakin
19317,tumbenn,tumben
19318,bik8n,bikin
19319,choose,
19320,dancuuukkkk,
19321,bly,ble
19322,can,ca
19323,taikkk,tahkik
19324,puwennakk,
19325,dedev6,dedek
19326,blow,bkow
19327,kmuu,kacu
19328,nesha,neala
19329,beud,baud
19330,pakayan,pakaian
19331,lurrrr,
19332,walid,wahid
19333,lailahailallah,
19334,sjh,sah
19335,geplakin,gelatin
19336,rungkat,rungkai
19337,diterapkan,
19338,jemblem,jembel
19339,ciao,cao
19340,guaaa,gaat
19341,ajarannya,
19342,pusatjuga,
19343,dimomen,dikmen
19344,ayong,adong
19345,hoy,hoi
19346,tolollll,
19347,putara,pusara
19348,kamoo,kameo
19349,lingnya,lingga
19350,nurliana,
19351,faisal,faal
19352,oohhh,
19353,mulyaman,menyaman
19354,cappucino,
19355,smuanya,semuanya
19356,ankmu,adamu
19357,meraju,melaju
19358,siiiii,sizigi
19359,ngatur,natur
19360,panas2,panas
19361,oppai,oppa
19362,maraknya,majakaya
19363,anjiingg,anjing
19364,thirstrap,
19365,imups,ibus
19366,sory,sore
19367,liaa,lian
19368,jkarta,jakarta
19369,diluru,diler
19370,disebut2,disemuti
19371,sixpack,simpak
19372,umurnya,umumnya
19373,crust,carut
19374,mrinding,merinding
19375,kakbah,kaabah
19376,abangku,abang
19377,mujem,maem
19378,rung,rang
19379,dikhianati,
19380,hating,haring
19381,bodohi,bodoh
19382,skills,sekilas
19383,tampolan,tampalan
19384,sianying,sanding
19385,bertangong,berangsong
19386,kehati,kejati
19387,26jt,
19388,nyatakan,natalan
19389,ratos,ratas
19390,yuhh,yah
19391,3jam,
19392,masyallah,masyaallah
19393,brothers,
19394,town,ton
19395,dikolom,dikotomi
19396,kamarnye,kampanye
19397,habislah,harisah
19398,dikuncir,dekunci
19399,artenah,amtenar
19400,ngotorin,
19401,follback,
19402,waoo,wabo
19403,garden,ganden
19404,rooklee,
19405,mlumpuk,menumpuk
19406,becandaaa,
19407,slting,salting
19408,kodokterbang,
19409,trng,tang
19410,spritualnya,
19411,200ribu,
19412,taptrng,tantang
19413,ngentot,ngejot
19414,njirt,naira
19415,majinasi,marinasi
19416,template,templat
19417,mashaa,mashaf
19418,cocokologi,
19419,kerjaane,kerjaan
19420,fokos,fobos
19421,dimananya,
19422,egang,egrang
19423,masalahnye,
19424,app,adp
19425,gisele,gesel
19426,mntang2,matang
19427,awal2nya,
19428,vorno,verano
19429,adem2,adem
19430,mantapp,mantap
19431,menyambutmu,menyambut
19432,wlwe,wage
19433,tarisha,tarikh
19434,perkaliannya,
19435,pack,pacak
19436,kegocek,kecek
19437,semuaany,semuanya
19438,ahahggg,
19439,eby,ebi
19440,2009,
19441,maen2,mabna
19442,poop,poo
19443,inisudah,
19444,udzubillah,
19445,legeg,lege
19446,yupi,yup
19447,nanggung2,
19448,njs,nas
19449,ngalur,ngalum
19450,ngarahnya,
19451,giniii,gingsi
19452,pamer2,pamer
19453,olshop,olohok
19454,hadapannya,
19455,hancurrt,hancur
19456,wkwkkwkwkw,
19457,sanghay,sangha
19458,cumu,cucu
19459,subscribers,
19460,demiii,dembai
19461,kritol,kriptol
19462,colepnya,
19463,amann,aman
19464,sedongo,sedong
19465,perbolehin,perolehan
19466,sexy,say
19467,dirikuu,
19468,richard,
19469,doraemon,
19470,ngebuanh,
19471,boncoss,boncol
19472,bahera,bahara
19473,sorabi,serabi
19474,njirrrtz,
19475,pabrik2,pabrik
19476,ege,ego
19477,another,anomer
19478,mantry,mantra
19479,andicobra,
19480,penilain,penilai
19481,disisinya,
19482,werna,warna
19483,sekarangnya,
19484,mikropon,mikrofon
19485,membela2,membela
19486,from,fron
19487,linkknyaa,
19488,panci2,panci
19489,botii,botia
19490,dibasmi,dibasa
19491,hukumlah,hakulah
19492,pdhl,pdh
19493,garisnya,
19494,adl,aal
19495,pepy,pepe
19496,melunjur,meluncur
19497,8jika,
19498,perjalan,pejalan
19499,119,
19500,closed,
19501,ajak2,ajak
19502,rkyt,rakat
19503,smoga,semoga
19504,penhapal,penahapan
19505,serakahnya,
19506,nebella,nebula
19507,untukku,untuk
19508,humaira,humaniora
19509,opinya,opini
19510,madureh,madura
19511,yaaaaaaaaaaa,
19512,ygy,yg
19513,konsistenlah,
19514,caparuni,
19515,ngablu,nabu
19516,pendekatannya,
19517,nuy,nu
19518,isriwil,israil
19519,dibacok,
19520,kuduga,kedua
19521,banggat,bangat
19522,merdek,merdeka
19523,ketenanganmu,ketenangan
19524,kristiana,kristiani
19525,dya,da
19526,viloid,viroid
19527,dicelana,
19528,jelekkan,
19529,celsi,celi
19530,bnerin,benin
19531,ampuunnn,ampunan
19532,tgl15,
19533,minin,micin
19534,beautifuls,
19535,angsur2,angsur
19536,gemess,gemas
19537,rokcy,rok
19538,tronton,tonton
19539,anzieng,ancing
19540,keget,kaget
19541,genk2,gen
19542,kote,kate
19543,provok,provos
19544,melihara,meliar
19545,100019,
19546,dinegatifin,
19547,digaruda,
19548,hshahahahha,
19549,cpek2,caek
19550,kayabituh,
19551,kalimntan,kalimantan
19552,meghargai,menghargai
19553,lahirin,labirin
19554,tebalbelum,
19555,goodjobjudo,
19556,cong,cang
19557,gasi,gabsi
19558,grong,garong
19559,gemeter,gemetar
19560,colombia,
19561,beresss,berasas
19562,06mtia,
19563,bayakh,bayah
19564,ush,uh
19565,tajamnya,
19566,side,sice
19567,geli2an,galian
19568,memperlihakan,memperlihatkan
19569,penampakannya,
19570,ituulah,itulah
19571,najiez,najen
19572,mncerna,mencerna
19573,cintailah,
19574,tungtung,tuntung
19575,meridingg,merinding
19576,pejune,pecun
19577,seksin,seasin
19578,271,
19579,wd30,
19580,widiww,
19581,positifitu,
19582,jpng,jeng
19583,ktawaa,kawah
19584,awesome,
19585,saljen,sajen
19586,haahahahah,
19587,hpk,hak
19588,seje,sebe
19589,hahahhahhhh,
19590,12jt,
19591,gmbar,gabar
19592,nannnyak,
19593,ksepian,kesepian
19594,shahih,sahih
19595,jdkfn,jakun
19596,praak,pacak
19597,preeeeet,
19598,dicegah,
19599,shampo,sampo
19600,stars,sars
19601,torang,tarang
19602,wore,were
19603,ngacenng,ngeceng
19604,rivew,riben
19605,unfollow,
19606,neruske,
19607,ketipu,ketiau
19608,ngoni,noni
19609,boycott,
19610,klamuti,klemut
19611,kerna,kena
19612,bedanya,bedaya
19613,dtk,dek
19614,ambalabu,ambalau
19615,tolil,tolol
19616,fastboat,
19617,akalan,akanan
19618,10th,
19619,dikala,dikara
19620,nahan,naban
19621,klakuanya,
19622,ninjaku,ninja
19623,ngerinya,
19624,crta,cata
19625,cakarran,cakaran
19626,isinya,insinye
19627,ngamen,ngaben
19628,nonisyg,
19629,bagini,begini
19630,dgn,dan
19631,widodo,widoro
19632,mju,maju
19633,mechat,macat
19634,conditions,
19635,apalahh,adalah
19636,jely,jela
19637,yalah,yah
19638,peresahan,peresapan
19639,unfoll,
19640,pelabat,pejabat
19641,baikny,baik
19642,chagi,caci
19643,laaaaah,lawamah
19644,tevi,teji
19645,dayymmm,
19646,udlah,ulah
19647,inves,ines
19648,juwancokk,
19649,418,
19650,dipalembang,
19651,disk,desk
19652,pertanyan,pertanian
19653,hey,he
19654,nyediain,
19655,gadak,gabak
19656,bosss,basis
19657,subcribernya,
19658,ehm,eh
19659,bill,bila
19660,syukurnya,
19661,ndia,nia
19662,bakugann,
19663,glory,glori
19664,personalnya,personalia
19665,alok,acok
19666,narcos,naco
19667,ganbatte,
19668,gpnya,gana
19669,klem2,klem
19670,ditebak,ditebuk
19671,gantikan,gantilan
19672,nge,n
19673,cewemu,celetu
19674,pakeannya,
19675,seruuu,seruru
19676,bertampang,berlampang
19677,samakak,sakakab
19678,wajilu,wajib
19679,sayakan,salakan
19680,degr,degar
19681,iiieehhhh,
19682,komn,koan
19683,salama,saama
19684,fucek,flek
19685,chocolate,
19686,lauu,labu
19687,latihanya,latihan
19688,qyjayyyyy,
19689,island,islan
19690,kasurnya,kastanya
19691,mbek,mbak
19692,nyamping,namping
19693,acheh3x,
19694,mitain,main
19695,lapangkan,lapangan
19696,favvillain,
19697,dulure,dulur
19698,buru2in,bujukin
19699,menghiburr,menghibur
19700,propamnya,propana
19701,perbedaannya,
19702,jamndulu,
19703,pendampingnya,
19704,cuakksss,
19705,mosok,mocok
19706,takutttnyeee,
19707,lawakkkkk,
19708,auj,au
19709,cyaa,ca
19710,arie,agie
19711,bumiii,bumi
19712,bego2,bego
19713,sepultura,
19714,jre,je
19715,pad,pa
19716,senenganmu,
19717,dnk,dek
19718,dooong,dodong
19719,keblusuk,kelumuk
19720,kirang,karang
19721,begituinn,begituan
19722,sombongan,sambangan
19723,serego,sanrego
19724,beirut,barut
19725,simba69,simbah
19726,prgi,pagi
19727,ving,vena
19728,bininya,bibinda
19729,gilla,gila
19730,keurusuhan,kerusuhan
19731,plumasnya,
19732,bermateri,berbaterai
19733,saalam,salam
19734,cipokan,catokan
19735,sipaleng,sepaling
19736,propgnd,propana
19737,akwkwo,
19738,xbayar,
19739,gpo,gao
19740,buatbalikin,
19741,location,
19742,belommm,belom
19743,biarr,biar
19744,semurh,semur
19745,united,unimed
19746,astagaaa,astaga
19747,damaskus,
19748,kebayakan,kebanyakan
19749,dorrr,dobra
19750,tuhh,tuah
19751,boxingnya,
19752,ginii,gini
19753,takutnyeeee,
19754,gaesssss,
19755,mungkinlah,
19756,cweknua,
19757,idop,idap
19758,5kg,
19759,kesempatannya,
19760,gamaoo,gama
19761,diliat,dahiat
19762,alaihisalam,alaihi salam
19763,mndalika77,
19764,yun,yen
19765,situk,sibuk
19766,aduhhhhhh,
19767,disitulah,
19768,brantakan,berantakan
19769,pucuknya,
19770,santiomm,
19771,wujudnya,
19772,rezekinya,
19773,megicom,
19774,chelsea,
19775,tetekx,tetek
19776,incess,incer
19777,maksdnya,makanya
19778,gambarnya,
19779,soalnye,
19780,kaosan,kafan
19781,endk,enak
19782,thingking,tengking
19783,obok2,obeks
19784,gemooy,gembok
19785,bgituuu,
19786,ngagedtin,
19787,menus,mens
19788,diejek,dedek
19789,nitipin,
19790,nyusun,nusuk
19791,dipeluk,dipupuk
19792,habis2an,
19793,dolarr,dolar
19794,g460,
19795,nduk,naik
19796,beraniin,berangin
19797,saludk,saluk
19798,fl,f
19799,hisa,hia
19800,ngendok,ngelok
19801,kokbegitu,
19802,ahlakpun,
19803,mmbnciku,
19804,frre,faret
19805,pntk,pak
19806,mahuman,mahamen
19807,pncing,pancing
19808,alexis17,
19809,ngunekno,
19810,wahahaha,wahadah
19811,ngeriiii,ngeriwik
19812,hujatttt,
19813,bayanginnn,
19814,jolman,jalaan
19815,dudook,dedok
19816,mantp,manta
19817,sainglah,saingan
19818,buktiin,bukti
19819,foryonion,
19820,bowleeehh,
19821,dawg,dag
19822,dikenakan,dikarenakan
19823,rbu,rabu
19824,mengelitat,mengelibat
19825,boombayah,
19826,qo,q
19827,ceramica,
19828,pentingan,pentungan
19829,sehatnya,sejatinya
19830,thermaknyus,
19831,squirt,spuit
19832,kenyama6,kenyam
19833,hahahha,
19834,keblokir,kelikir
19835,sigendut,
19836,nuang,nang
19837,ngambek,ngaben
19838,muridmu,marimu
19839,pgah,pah
19840,jiwaaa,jawara
19841,gayamu,gayam
19842,sebnrnya,sebenarnya
19843,ngatasi,narasi
19844,nyelibu,
19845,300k,
19846,segalah,segagah
19847,jurig,juri
19848,stunamk,sunam
19849,fuyooo,
19850,gini2an,gigiran
19851,timuran,tiduran
19852,adikmu,adamu
19853,lemburan,leburan
19854,worst,werst
19855,puasanya,pasalnya
19856,ajj,aj.
19857,inst,inset
19858,gamaksa,galaksi
19859,ngent,neng
19860,wkkwk,wakwak
19861,infrastuktur,infrastruktur
19862,2020,
19863,doraemond,
19864,tanggapi,tanggap
19865,boleeehh,
19866,istri2,istri
19867,tuwaes,turaes
19868,dijanjiin,
19869,logikanya,
19870,unboxsing,
19871,bullyan,balayan
19872,p3n93mi5,
19873,aaww,aa
19874,iupokytrgv,
19875,kata2nya,kastanya
19876,skrngg,skrang
19877,bagio,bagi
19878,jane,jahe
19879,diberitakan,
19880,lcd,lad
19881,mash,mah
19882,matalu,mabal
19883,asikkk,asik
19884,gaktau,gaftar
19885,mrn,man
19886,brpiash,
19887,kwat,kawat
19888,mntri,mantri
19889,haduuuh,
19890,apane,alane
19891,dicampurin,
19892,cweknya,
19893,ger,gar
19894,when,wahan
19895,invite,incit
19896,daglog,dagang
19897,makasah,makalah
19898,ahhhhhhhhh,
19899,keminggris,
19900,tupac,tupa
19901,vidiony,vidikon
19902,shafea,safa
19903,nyungsep,
19904,kkh,kah
19905,youtub,
19906,rainsol,ransel
19907,korek2,korek
19908,sayangggggg,
19909,yoan,yon
19910,beekualitas,berkualitas
19911,dilebih,dilapih
19912,menggatal,mengata
19913,sumarto,sumarah
19914,30kali,
19915,ngandung,nandung
19916,perkentotan,perkantoran
19917,akwkwkwkwkk,
19918,kandong,kandang
19919,stressssssssssssssss,
19920,cintamu,centadu
19921,kuntial,kantil
19922,3hal,
19923,astaghfillah,
19924,823,
19925,krisjonn,
19926,mainin,mainan
19927,who,wh
19928,miki,maki
19929,sksksksk,
19930,ampunkan,ampunan
19931,bdg,bbg
19932,lanhnks,
19933,ustadnya,
19934,noticed,novice
19935,mememg,mejeng
19936,poinn,poin
19937,bergnti,berganti
19938,komen2nya,
19939,sessual,seksual
19940,bapaku,bapak
19941,posa,pesa
19942,lisa,lasa
19943,cantiklah,cantilan
19944,mempraktekan,mempraktikkan
19945,pren,pen
19946,yaga,yagi
19947,klakuakan,
19948,pii,pai
19949,ngadep,nade
19950,bukan2,bukan
19951,neken,nekel
19952,gileee,
19953,asliiiiii,
19954,mejabat,menjabat
19955,konfirm,konform
19956,gelery,geler
19957,creamnya,
19958,wainnailaihi,
19959,kosg,kos
19960,adimirah,adiwira
19961,babbbyyy,
19962,pantengin,pantangan
19963,pernahlah,
19964,dapett,dapat
19965,munduk,mundu
19966,mnjga,maga
19967,trusss,trusa
19968,cangkemu,cangkau
19969,gituan,gitaan
19970,tinggl,tinggal
19971,jvkbub,
19972,nggathel,
19973,eeehh,ekeh
19974,nyamar,nyalar
19975,bbikin,bikin
19976,dhearizki,
19977,munyia,mania
19978,takotnya,
19979,saphir,sahir
19980,bahagianya,
19981,mondar,mandar
19982,sekasar,sekadar
19983,mendonorkan,mendolarkan
19984,dipotong2,
19985,selamnya,selamanya
19986,subhanahu,subhana
19987,yarista,
19988,mutiaranya,
19989,apsi,aesi
19990,reward,rewak
19991,syech,syekh
19992,fowler,folder
19993,imin,iain
19994,screen,sarden
19995,calvin,caling
19996,gantiann,gantang
19997,cokro,coko
19998,ngakkkkkk,
19999,ithu,itu
20000,bestt,beset
20001,pikeran,pikiran
20002,meneh,menel
20003,25jeti,
20004,ngakuin,
20005,kenyottt,
20006,cntg,cang
20007,knyang,kayang
20008,paraj,para
20009,terpalinggggg,
20010,gejot,gebot
20011,ngmngnyaa,
20012,nontom,nontol
20013,popotoan,popokan
20014,sentu,santu
20015,pperorg,
20016,bundaaaa,bundaran
20017,staminanya,
20018,satri,santri
20019,husstt,
20020,upgrade,
20021,jjur,jaur
20022,nigglin,
20023,maksd,maksi
20024,that,taat
20025,replek,repek
20026,waau,waad
20027,parlay,pailan
20028,semangko,semangka
20029,tuaboki,tabok
20030,colours,
20031,hhee,he
20032,protecting,
20033,misgon,maskon
20034,savegirl,
20035,dipadamkan,
