Label_Validator,Emoji,Count,Emoji_Asli
0,emoji_woman_cartwheeling_light_skin_tone,3,emoji_woman_cartwheeling_light_skin_tone
0,emoji_woman_shrugging_light_skin_tone,2,emoji_woman_shrugging_light_skin_tone
0,emoji_woman_kneeling_light_skin_tone,1,emoji_woman_kneeling_light_skin_tone
0,emoji_b_button_,4,emoji_b_button_
0,emoji_prince,1,emoji_prince
0,emoji_baby_bottle,1,emoji_baby_bottle
0,emoji_cookie,1,emoji_cookie
0,emoji_sake,1,emoji_sake
0,emoji_princess,2,emoji_princess
0,emoji_call_me_hand_medium_skin_tone,1,emoji_call_me_hand_medium_skin_tone
0,emoji_bomb,2,emoji_bomb
0,emoji_pirate_flag,2,emoji_pirate_flag
0,emoji_guide_dog,1,emoji_guide_dog
0,emoji_penguin,5,emoji_penguin
0,emoji_nail_polish_light_skin_tone,3,emoji_nail_polish_light_skin_tone
0,emoji_wastebasket,1,emoji_wastebasket
0,emoji_virgo,2,emoji_virgo
0,emoji_sun,2,emoji_sun
0,emoji_lady_beetle,1,emoji_lady_beetle
0,emoji_sloth,2,emoji_sloth
0,emoji_oyster,1,emoji_oyster
0,emoji_man_fairy,1,emoji_man_fairy
0,emoji_sushi,1,emoji_sushi
0,emoji_four_leaf_clover,1,emoji_four_leaf_clover
0,emoji_bow_and_arrow,1,emoji_bow_and_arrow
0,emoji_waving_hand_light_skin_tone,2,emoji_waving_hand_light_skin_tone
0,emoji_growing_heart,16,emoji_growing_heart
0,emoji_police_officer,1,emoji_police_officer
0,emoji_goblin,2,emoji_goblin
0,emoji_face_exhaling,8,emoji_face_exhaling
0,emoji_aland_islands,1,emoji_aland_islands
0,emoji_albania,1,emoji_albania
0,emoji_mouth,6,emoji_mouth
0,emoji_palestinian_territories,5,emoji_palestinian_territories
0,emoji_woman_bald,1,emoji_woman_bald
0,emoji_bookmark,1,emoji_bookmark
0,emoji_woman_shrugging,1,emoji_woman_shrugging
0,emoji_japanese_secret_button,1,emoji_japanese_secret_button
0,emoji_poland,1,emoji_poland
0,emoji_croatia,1,emoji_croatia
0,emoji_goat,1,emoji_goat
0,emoji_netherlands,1,emoji_netherlands
0,emoji_fleur,2,emoji_fleur
0,emoji_woman_playing_handball_light_skin_tone,3,emoji_woman_playing_handball_light_skin_tone
0,emoji_rock,10,emoji_rock
0,emoji_wolf,1,emoji_wolf
0,emoji_red_exclamation_mark,3,emoji_red_exclamation_mark
0,emoji_man_surfing,3,emoji_man_surfing
0,emoji_barber_pole,1,emoji_barber_pole
0,emoji_firecracker,1,emoji_firecracker
0,emoji_woman_zombie,1,emoji_woman_zombie
0,emoji_cigarette,1,emoji_cigarette
0,emoji_carousel_horse,1,emoji_carousel_horse
0,emoji_germany,1,emoji_germany
0,emoji_pill,1,emoji_pill
0,emoji_anguished_face,7,emoji_anguished_face
0,emoji_heart_suit,21,emoji_heart_suit
0,emoji_person_gesturing_no,1,emoji_person_gesturing_no
0,emoji_blueberries,1,emoji_blueberries
0,emoji_rice_cracker,1,emoji_rice_cracker
0,emoji_shortcake,1,emoji_shortcake
0,emoji_mouse_face,2,emoji_mouse_face
0,emoji_woman_in_steamy_room_light_skin_tone,1,emoji_woman_in_steamy_room_light_skin_tone
0,emoji_white_flower,1,emoji_white_flower
0,emoji_ninja_light_skin_tone,2,emoji_ninja_light_skin_tone
0,emoji_hyacinth,1,emoji_hyacinth
0,emoji_deer,2,emoji_deer
0,emoji_mushroom,1,emoji_mushroom
0,emoji_indonesia,21,emoji_indonesia
0,emoji_malaysia,1,emoji_malaysia
0,emoji_woman_superhero_light_skin_tone,1,emoji_woman_superhero_light_skin_tone
0,emoji_no_smoking,1,emoji_no_smoking
0,emoji_full_moon_face,1,emoji_full_moon_face
0,emoji_woman_dancing_medium,2,emoji_woman_dancing_medium
0,emoji_selfie_medium,1,emoji_selfie_medium
0,emoji_man_facepalming,3,emoji_man_facepalming
0,emoji_palm_up_hand,7,emoji_palm_up_hand
0,emoji_place_of_worship,3,emoji_place_of_worship
0,emoji_saudi_arabia,2,emoji_saudi_arabia
0,emoji_joker,1,emoji_joker
0,emoji_man_running_dark_skin_tone,4,emoji_man_running_dark_skin_tone
0,emoji_spain,1,emoji_spain
0,emoji_brazil,1,emoji_brazil
0,emoji_sunglasses,2,emoji_sunglasses
0,emoji_tornado,2,emoji_tornado
0,emoji_man_shrugging,2,emoji_man_shrugging
0,emoji_spade_suit,2,emoji_spade_suit
0,emoji_performing_arts,1,emoji_performing_arts
0,emoji_balloon,1,emoji_balloon
0,emoji_pushpin,1,emoji_pushpin
0,emoji_puzzle_piece,1,emoji_puzzle_piece
0,emoji_person_surfing,3,emoji_person_surfing
0,emoji_robot,1,emoji_robot
0,emoji_information,1,emoji_information
0,emoji_right_anger_bubble,3,emoji_right_anger_bubble
0,emoji_ewe,1,emoji_ewe
0,emoji_cricket,1,emoji_cricket
0,emoji_gem_stone,84,emoji_gem_stone
0,emoji_chicken,1,emoji_chicken
0,emoji_ninja_dark_skin_tone,1,emoji_ninja_dark_skin_tone
0,emoji_backhand_index_pointing_up_dark_skin_tone,2,emoji_backhand_index_pointing_up_dark_skin_tone
0,emoji_person_swimming,1,emoji_person_swimming
0,emoji_airplane_departure,1,emoji_airplane_departure
0,emoji_person_in_manual_wheelchair,6,emoji_person_in_manual_wheelchair
0,emoji_person_bouncing_ball_light_skin_tone,1,emoji_person_bouncing_ball_light_skin_tone
0,emoji_man_running_light_skin_tone,4,emoji_man_running_light_skin_tone
0,emoji_motor_boat,1,emoji_motor_boat
0,emoji_person_in_manual_wheelchair_light_skin_tone,2,emoji_person_in_manual_wheelchair_light_skin_tone
0,emoji_parachute,1,emoji_parachute
0,emoji_person_biking,2,emoji_person_biking
0,emoji_man_in_manual_wheelchair_light_skin_tone,1,emoji_man_in_manual_wheelchair_light_skin_tone
0,emoji_person_with_white_cane,2,emoji_person_with_white_cane
0,emoji_person_mountain_biking,1,emoji_person_mountain_biking
0,emoji_person_rowing_boat,2,emoji_person_rowing_boat
0,emoji_horse_racing,5,emoji_horse_racing
0,emoji_skier,2,emoji_skier
0,emoji_woman_running,1,emoji_woman_running
0,emoji_snowboarder,4,emoji_snowboarder
0,emoji_man_running,1,emoji_man_running
0,emoji_light_bulb,14,emoji_light_bulb
0,emoji_flashlight,11,emoji_flashlight
0,emoji_shaking_face,2,emoji_shaking_face
0,emoji_backhand_index_pointing_right_light_skin_tone,1,emoji_backhand_index_pointing_right_light_skin_tone
0,emoji_backhand_index_pointing_left_light_skin_tone,1,emoji_backhand_index_pointing_left_light_skin_tone
0,emoji_new_moon,1,emoji_new_moon
0,emoji_kissing_face_with_smiling_eyes,8,emoji_kissing_face_with_smiling_eyes
0,emoji_eye,4,emoji_eye
0,emoji_woman_and_man_holding_hands,1,emoji_woman_and_man_holding_hands
0,emoji_woman_getting_massage_light_skin_tone,1,emoji_woman_getting_massage_light_skin_tone
0,emoji_infinity,1,emoji_infinity
0,emoji_sparkling_heart,26,emoji_sparkling_heart
0,emoji_palm_up_hand_medium,1,emoji_palm_up_hand_medium
0,emoji_raised_back_of_hand,3,emoji_raised_back_of_hand
0,emoji_head_shaking_horizontally,2,emoji_head_shaking_horizontally
0,emoji_man_juggling_light_skin_tone,1,emoji_man_juggling_light_skin_tone
0,emoji_seedling,2,emoji_seedling
0,emoji_aquarius,1,emoji_aquarius
0,emoji_check_box_with_check,2,emoji_check_box_with_check
0,emoji_man_raising_hand,2,emoji_man_raising_hand
0,emoji_woman_raising_hand_light_skin_tone,1,emoji_woman_raising_hand_light_skin_tone
0,emoji_steaming_bowl,1,emoji_steaming_bowl
0,emoji_red_circle,3,emoji_red_circle
0,emoji_woman_with_headscarf_light_skin_tone,1,emoji_woman_with_headscarf_light_skin_tone
0,emoji_people_with_bunny_ears,2,emoji_people_with_bunny_ears
0,emoji_person_bowing_light_skin_tone,1,emoji_person_bowing_light_skin_tone
0,emoji_backhand_index_pointing_down_light_skin_tone,1,emoji_backhand_index_pointing_down_light_skin_tone
0,emoji_briefs,1,emoji_briefs
0,emoji_crocodile,58,emoji_crocodile
0,emoji_cockroach,19,emoji_cockroach
0,emoji_baby,5,emoji_baby
0,emoji_pizza,19,emoji_pizza
0,emoji_sun_with_face,1,emoji_sun_with_face
0,emoji_lobster,1,emoji_lobster
0,emoji_broccoli,1,emoji_broccoli
0,emoji_fallen_leaf,1,emoji_fallen_leaf
0,emoji_small_blue_diamond,4,emoji_small_blue_diamond
0,emoji_woman_singer_light_skin_tone,1,emoji_woman_singer_light_skin_tone
0,emoji_gemini,1,emoji_gemini
0,emoji_woman_bowing,1,emoji_woman_bowing
0,emoji_telephone,2,emoji_telephone
0,emoji_closed_book,1,emoji_closed_book
0,emoji_beating_heart,15,emoji_beating_heart
0,emoji_thumbs_down_light_skin_tone,1,emoji_thumbs_down_light_skin_tone
0,emoji_globe_showing_americas,1,emoji_globe_showing_americas
0,emoji_no_entry,1,emoji_no_entry
0,emoji_warning,1,emoji_warning
0,emoji_sparkle,1,emoji_sparkle
0,emoji_lion,1,emoji_lion
0,emoji_beer_mug,1,emoji_beer_mug
0,emoji_man_facepalming_medium,1,emoji_man_facepalming_medium
0,emoji_fast_down_button,1,emoji_fast_down_button
0,emoji_person_bowing,5,emoji_person_bowing
0,emoji_dress,2,emoji_dress
0,emoji_bikini,2,emoji_bikini
0,emoji_man_facepalming_light_skin_tone,4,emoji_man_facepalming_light_skin_tone
0,emoji_unicorn,1,emoji_unicorn
0,emoji_middle_finger,4,emoji_middle_finger
0,emoji_pig_face,4,emoji_pig_face
0,emoji_bank,1,emoji_bank
0,emoji_raised_back_of_hand_medium,1,emoji_raised_back_of_hand_medium
0,emoji_open_hands,1,emoji_open_hands
0,emoji_kiss,1,emoji_kiss
0,emoji_satellite_antenna,1,emoji_satellite_antenna
0,emoji_melon,1,emoji_melon
0,emoji_sweat_droplets,5,emoji_sweat_droplets
0,emoji_clinking_beer_mugs,2,emoji_clinking_beer_mugs
0,emoji_radioactive,1,emoji_radioactive
0,emoji_ant,27,emoji_ant
0,emoji_kitchen_knife,2,emoji_kitchen_knife
0,emoji_crossed_fingers,1,emoji_crossed_fingers
0,emoji_fast_up_button,2,emoji_fast_up_button
0,emoji_amphora,3,emoji_amphora
0,emoji_grinning_cat_with_smiling_eyes,2,emoji_grinning_cat_with_smiling_eyes
0,emoji_snow,2,emoji_snow
0,emoji_christmas_tree,1,emoji_christmas_tree
0,emoji_blue_book,1,emoji_blue_book
0,emoji_beach_with_umbrella,1,emoji_beach_with_umbrella
0,emoji_desert_island,1,emoji_desert_island
0,emoji_national_park,1,emoji_national_park
0,emoji_desert,1,emoji_desert
0,emoji_mountain,1,emoji_mountain
0,emoji_tropical_drink,1,emoji_tropical_drink
0,emoji_bagel,1,emoji_bagel
0,emoji_pancakes,1,emoji_pancakes
0,emoji_oncoming_automobile,1,emoji_oncoming_automobile
0,emoji_man,1,emoji_man
0,emoji_woman,1,emoji_woman
0,emoji_lungs,1,emoji_lungs
0,emoji_person,1,emoji_person
0,emoji_parrot,2,emoji_parrot
0,emoji_heart_with_ribbon,1,emoji_heart_with_ribbon
0,emoji_magnet,1,emoji_magnet
0,emoji_santa_claus,1,emoji_santa_claus
0,emoji_handbag,1,emoji_handbag
0,emoji_watch,1,emoji_watch
0,emoji_high,1,emoji_high
0,emoji_postbox,1,emoji_postbox
0,emoji_laptop,1,emoji_laptop
0,emoji_seat,1,emoji_seat
0,emoji_clapper_board,1,emoji_clapper_board
0,emoji_philippines,1,emoji_philippines
0,emoji_globe_showing_asia,1,emoji_globe_showing_asia
0,emoji_ceuta_,3,emoji_ceuta_
0,emoji_curry_rice,1,emoji_curry_rice
0,emoji_trumpet,1,emoji_trumpet
0,emoji_saxophone,1,emoji_saxophone
0,emoji_video_game,1,emoji_video_game
0,emoji_bullseye,1,emoji_bullseye
0,emoji_chess_pawn,1,emoji_chess_pawn
0,emoji_game_die,1,emoji_game_die
0,emoji_handshake_medium_skin_tone,1,emoji_handshake_medium_skin_tone
0,emoji_thumbs_up_medium_skin_tone,3,emoji_thumbs_up_medium_skin_tone
0,emoji_glasses,1,emoji_glasses
0,emoji_peach,4,emoji_peach
0,emoji_hole,1,emoji_hole
0,emoji_tongue,2,emoji_tongue
0,emoji_monaco,3,emoji_monaco
0,emoji_cucumber,1,emoji_cucumber
1,emoji_black_heart,319,emoji_black_heart
1,emoji_green_heart,194,emoji_green_heart
1,emoji_yellow_heart,32,emoji_yellow_heart
1,emoji_purple_heart,56,emoji_purple_heart
1,emoji_smiling_face_with_hearts,81,emoji_smiling_face_with_hearts
1,emoji_dizzy,23,emoji_dizzy
1,emoji_jack,4,emoji_jack
1,emoji_blossom,3,emoji_blossom
1,emoji_beaming_face_with_smiling_eyes,40,emoji_beaming_face_with_smiling_eyes
1,emoji_face_with_tears_of_joy,75,emoji_face_with_tears_of_joy
1,emoji_moai,18,emoji_moai
1,emoji_grinning_face_with_sweat,19,emoji_grinning_face_with_sweat
1,emoji_love,12,emoji_love
1,emoji_pleading_face,8,emoji_pleading_face
1,emoji_partying_face,16,emoji_partying_face
1,emoji_cat_with_tears_of_joy,1,emoji_cat_with_tears_of_joy
1,emoji_pineapple,2,emoji_pineapple
1,emoji_mahjong_red_dragon,192,emoji_mahjong_red_dragon
1,emoji_sparkles,193,emoji_sparkles
1,emoji_blue_heart,228,emoji_blue_heart
1,emoji_revolving_hearts,33,emoji_revolving_hearts
1,emoji_grapes,2,emoji_grapes
1,emoji_glowing_star,69,emoji_glowing_star
1,emoji_red_apple,4,emoji_red_apple
1,emoji_shooting_star,58,emoji_shooting_star
1,emoji_star,161,emoji_star
1,emoji_white_heart,29,emoji_white_heart
1,emoji_orange_heart,4,emoji_orange_heart
1,emoji_sun,31,emoji_sun
1,emoji_heart_hands,6,emoji_heart_hands
1,emoji_fire,333,emoji_fire
1,emoji_hundred_points,66,emoji_hundred_points
1,emoji_rolling_on_the_floor_laughing,57,emoji_rolling_on_the_floor_laughing
1,emoji_yin_yang,238,emoji_yin_yang
1,emoji_id_button,14,emoji_id_button
1,emoji_melting_face,1,emoji_melting_face
1,emoji_water_wave,16,emoji_water_wave
1,emoji_two_hearts,5,emoji_two_hearts
1,emoji_airplane,29,emoji_airplane
1,emoji_chequered_flag,2,emoji_chequered_flag
1,emoji_tornado,6,emoji_tornado
1,emoji_recycling_symbol,3,emoji_recycling_symbol
1,emoji_double_exclamation_mark,58,emoji_double_exclamation_mark
1,emoji_palm_up_hand,2,emoji_palm_up_hand
1,emoji_magic_wand,1,emoji_magic_wand
1,emoji_smiling_cat_with_heart,1,emoji_smiling_cat_with_heart
1,emoji_first_quarter_moon_face,1,emoji_first_quarter_moon_face
1,emoji_dragon_face,1,emoji_dragon_face
1,emoji_confetti_ball,12,emoji_confetti_ball
1,emoji_collision,40,emoji_collision
1,emoji_gem_stone,35,emoji_gem_stone
1,emoji_sos_button,2,emoji_sos_button
1,emoji_loudly_crying_face,59,emoji_loudly_crying_face
1,emoji_pinching_hand,3,emoji_pinching_hand
1,emoji_folded_hands_light_skin_tone,5,emoji_folded_hands_light_skin_tone
1,emoji_fireworks,9,emoji_fireworks
1,emoji_speaking_head,5,emoji_speaking_head
1,emoji_registered,11,emoji_registered
1,emoji_p_button,16,emoji_p_button
1,emoji_purple_circle,4,emoji_purple_circle
1,emoji_full_moon,2,emoji_full_moon
1,emoji_sparkler,2,emoji_sparkler
1,emoji_party_popper,17,emoji_party_popper
1,emoji_folded_hands,96,emoji_folded_hands
1,emoji_cherry_blossom,52,emoji_cherry_blossom
1,emoji_white_flower,25,emoji_white_flower
1,emoji_japanese_bargain_button,25,emoji_japanese_bargain_button
1,emoji_lion,2,emoji_lion
1,emoji_four_leaf_clover,23,emoji_four_leaf_clover
1,emoji_sweat_droplets,21,emoji_sweat_droplets
1,emoji_high_voltage,133,emoji_high_voltage
1,emoji_rose,20,emoji_rose
1,emoji_smirking_face,2,emoji_smirking_face
1,emoji_smiling_face_with_halo,3,emoji_smiling_face_with_halo
1,emoji_copyright,8,emoji_copyright
1,emoji_trade_mark,5,emoji_trade_mark
1,emoji_money,21,emoji_money
1,emoji_smiling_face_with_heart,32,emoji_smiling_face_with_heart
1,emoji_sunrise,8,emoji_sunrise
1,emoji_dragon,4,emoji_dragon
1,emoji_green_circle,8,emoji_green_circle
1,emoji_rocket,37,emoji_rocket
1,emoji_butterfly,8,emoji_butterfly
1,emoji_front,2,emoji_front
1,emoji_hatching_chick,5,emoji_hatching_chick
1,emoji_maple_leaf,6,emoji_maple_leaf
1,emoji_khanda,1,emoji_khanda
1,emoji_cowboy_hat_face,1,emoji_cowboy_hat_face
1,emoji_smiling_face_with_sunglasses,11,emoji_smiling_face_with_sunglasses
1,emoji_crown,11,emoji_crown
1,emoji_trophy,3,emoji_trophy
1,emoji_smiling_face_with_open_hands,1,emoji_smiling_face_with_open_hands
1,emoji_orthodox_cross,32,emoji_orthodox_cross
1,emoji_heart_decoration,5,emoji_heart_decoration
1,emoji_slightly_smiling_face,6,emoji_slightly_smiling_face
1,emoji_relieved_face,4,emoji_relieved_face
1,emoji_broken_heart,3,emoji_broken_heart
1,emoji_grinning_squinting_face,20,emoji_grinning_squinting_face
1,emoji_zany_face,4,emoji_zany_face
1,emoji_money_with_wings,3,emoji_money_with_wings
1,emoji_stop_sign,1,emoji_stop_sign
1,emoji_grinning_face_with_smiling_eyes,11,emoji_grinning_face_with_smiling_eyes
1,emoji_face_with_open_mouth,1,emoji_face_with_open_mouth
1,emoji_dashing_away,1,emoji_dashing_away
1,emoji_shamrock,18,emoji_shamrock
1,emoji_japanese_prohibited_button,2,emoji_japanese_prohibited_button
1,emoji_thumbs_up,28,emoji_thumbs_up
1,emoji_ophiuchus,77,emoji_ophiuchus
1,emoji_face_savoring_food,8,emoji_face_savoring_food
1,emoji_sign_of_the_horns,2,emoji_sign_of_the_horns
1,emoji_warning,3,emoji_warning
1,emoji_face_blowing_a_kiss,4,emoji_face_blowing_a_kiss
1,emoji_russia,16,emoji_russia
1,emoji_raising_hands,7,emoji_raising_hands
1,emoji_heart_on_fire,12,emoji_heart_on_fire
1,emoji_alien_monster,4,emoji_alien_monster
1,emoji_red_heart,144,emoji_red_heart
1,emoji_japanese_passing_grade_button,4,emoji_japanese_passing_grade_button
1,emoji_sparkling_heart,52,emoji_sparkling_heart
1,emoji_rainbow,39,emoji_rainbow
1,emoji_face_with_hand_over_mouth,7,emoji_face_with_hand_over_mouth
1,emoji_thumbs_up_light_skin_tone,3,emoji_thumbs_up_light_skin_tone
1,emoji_flushed_face,3,emoji_flushed_face
1,emoji_diamond_with_a_dot,8,emoji_diamond_with_a_dot
1,emoji_red_envelope,4,emoji_red_envelope
1,emoji_comet,19,emoji_comet
1,emoji_smiling_face,2,emoji_smiling_face
1,emoji_hourglass_not_done,2,emoji_hourglass_not_done
1,emoji_persevering_face,4,emoji_persevering_face
1,emoji_smiling_face_with_smiling_eyes,8,emoji_smiling_face_with_smiling_eyes
1,emoji_disappointed_face,1,emoji_disappointed_face
1,emoji_backhand_index_pointing_down,5,emoji_backhand_index_pointing_down
1,emoji_call_me_hand,8,emoji_call_me_hand
1,emoji_see,14,emoji_see
1,emoji_ok_hand,4,emoji_ok_hand
1,emoji_squinting_face_with_tongue,3,emoji_squinting_face_with_tongue
1,emoji_saluting_face,2,emoji_saluting_face
1,emoji_face_holding_back_tears,1,emoji_face_holding_back_tears
1,emoji_winking_face,2,emoji_winking_face
1,emoji_yawning_face,1,emoji_yawning_face
1,emoji_triangular_flag,46,emoji_triangular_flag
1,emoji_clapping_hands,2,emoji_clapping_hands
1,emoji_house,1,emoji_house
1,emoji_lollipop,2,emoji_lollipop
1,emoji_ribbon,3,emoji_ribbon
1,emoji_panda,19,emoji_panda
1,emoji_a_button_,14,emoji_a_button_
1,emoji_money_bag,43,emoji_money_bag
1,emoji_magnifying_glass_tilted_left,1,emoji_magnifying_glass_tilted_left
1,emoji_sun_with_face,15,emoji_sun_with_face
1,emoji_check_mark_button,2,emoji_check_mark_button
1,emoji_hibiscus,8,emoji_hibiscus
1,emoji_right_arrow,46,emoji_right_arrow
1,emoji_red_circle,20,emoji_red_circle
1,emoji_left_arrow,45,emoji_left_arrow
1,emoji_bell,4,emoji_bell
1,emoji_flexed_biceps,5,emoji_flexed_biceps
1,emoji_video_camera,1,emoji_video_camera
1,emoji_megaphone,4,emoji_megaphone
1,emoji_clapper_board,1,emoji_clapper_board
1,emoji_pink_heart,10,emoji_pink_heart
1,emoji_heart_with_ribbon,1,emoji_heart_with_ribbon
1,emoji_pushpin,1,emoji_pushpin
1,emoji_backhand_index_pointing_right,4,emoji_backhand_index_pointing_right
1,emoji_backhand_index_pointing_left,2,emoji_backhand_index_pointing_left
1,emoji_weary_cat,3,emoji_weary_cat
1,emoji_victory_hand,353,emoji_victory_hand
1,emoji_crescent_moon,1,emoji_crescent_moon
1,emoji_indonesia,2,emoji_indonesia
1,emoji_thumbs_up_medium,2,emoji_thumbs_up_medium
1,emoji_slot_machine,23,emoji_slot_machine
1,emoji_bullseye,20,emoji_bullseye
1,emoji_bar_chart,10,emoji_bar_chart
1,emoji_boy,4,emoji_boy
1,emoji_mobile_phone_with_arrow,1,emoji_mobile_phone_with_arrow
1,emoji_dollar_banknote,1,emoji_dollar_banknote
1,emoji_ferris_wheel,1,emoji_ferris_wheel
1,emoji_kissing_face_with_smiling_eyes,1,emoji_kissing_face_with_smiling_eyes
1,emoji_oncoming_fist,1,emoji_oncoming_fist
1,emoji_skis,2,emoji_skis
1,emoji_croissant,1,emoji_croissant
1,emoji_peacock,1,emoji_peacock
1,emoji_angry_face,1,emoji_angry_face
1,emoji_cheese_wedge,1,emoji_cheese_wedge
1,emoji_snake,1,emoji_snake
1,emoji_red_triangle_pointed_up,1,emoji_red_triangle_pointed_up
1,emoji_house_with_garden,1,emoji_house_with_garden
1,emoji_input_numbers,1,emoji_input_numbers
1,emoji_lizard,3,emoji_lizard
1,emoji_poodle,2,emoji_poodle
1,emoji_person_fencing,1,emoji_person_fencing
1,emoji_bug,3,emoji_bug
1,emoji_unicorn,1,emoji_unicorn
1,emoji_dolphin,1,emoji_dolphin
1,emoji_light_rail,1,emoji_light_rail
1,emoji_musical_keyboard,2,emoji_musical_keyboard
1,emoji_stuffed_flatbread,1,emoji_stuffed_flatbread
1,emoji_military_medal,2,emoji_military_medal
1,emoji_owl,1,emoji_owl
1,emoji_worried_face,2,emoji_worried_face
1,emoji_cricket,1,emoji_cricket
1,emoji_popcorn,2,emoji_popcorn
1,emoji_metro,2,emoji_metro
1,emoji_enraged_face,1,emoji_enraged_face
1,emoji_hippopotamus,3,emoji_hippopotamus
1,emoji_tired_face,2,emoji_tired_face
1,emoji_ice_cream,2,emoji_ice_cream
1,emoji_spoon,1,emoji_spoon
1,emoji_ewe,1,emoji_ewe
1,emoji_small_airplane,1,emoji_small_airplane
1,emoji_fortune_cookie,1,emoji_fortune_cookie
1,emoji_speak,2,emoji_speak
1,emoji_bicycle,1,emoji_bicycle
1,emoji_martial_arts_uniform,1,emoji_martial_arts_uniform
1,emoji_libra,50,emoji_libra
1,emoji_latin_cross,21,emoji_latin_cross
1,emoji_french_fries,1,emoji_french_fries
1,emoji_boar,1,emoji_boar
1,emoji_snail,1,emoji_snail
1,emoji_cup_with_straw,1,emoji_cup_with_straw
1,emoji_salt,1,emoji_salt
1,emoji_skunk,1,emoji_skunk
1,emoji_lobster,1,emoji_lobster
1,emoji_dumpling,1,emoji_dumpling
1,emoji_high,1,emoji_high
1,emoji_hotel,1,emoji_hotel
1,emoji_mosquito,1,emoji_mosquito
1,emoji_input_latin_letters,1,emoji_input_latin_letters
1,emoji_satellite,2,emoji_satellite
1,emoji_drum,1,emoji_drum
1,emoji_racing_car,2,emoji_racing_car
1,emoji_puzzle_piece,2,emoji_puzzle_piece
1,emoji_rooster,2,emoji_rooster
1,emoji_canoe,1,emoji_canoe
1,emoji_accordion,2,emoji_accordion
1,emoji_mouse_face,2,emoji_mouse_face
1,emoji_mountain,16,emoji_mountain
1,emoji_input_latin_lowercase,2,emoji_input_latin_lowercase
1,emoji_backhand_index_pointing_up,1,emoji_backhand_index_pointing_up
1,emoji_face_with_steam_from_nose,2,emoji_face_with_steam_from_nose
1,emoji_musical_score,1,emoji_musical_score
1,emoji_menorah,1,emoji_menorah
1,emoji_trident_emblem,1,emoji_trident_emblem
1,emoji_motor_boat,2,emoji_motor_boat
1,emoji_train,1,emoji_train
1,emoji_guitar,2,emoji_guitar
1,emoji_crying_face,3,emoji_crying_face
1,emoji_heart_suit,236,emoji_heart_suit
1,emoji_exclamation_question_mark,40,emoji_exclamation_question_mark
1,emoji_timer_clock,12,emoji_timer_clock
1,emoji_keycap_,137,emoji_keycap_
1,emoji_right_arrow_curving_left,21,emoji_right_arrow_curving_left
1,emoji_next_track_button,14,emoji_next_track_button
1,emoji_index_pointing_up,26,emoji_index_pointing_up
1,emoji_japanese_congratulations_button,39,emoji_japanese_congratulations_button
1,emoji_pencil,16,emoji_pencil
1,emoji_baseball,24,emoji_baseball
1,emoji_check_box_with_check,33,emoji_check_box_with_check
1,emoji_gear,23,emoji_gear
1,emoji_cross_mark,46,emoji_cross_mark
1,emoji_play_button,14,emoji_play_button
1,emoji_pause_button,14,emoji_pause_button
1,emoji_rescue_worker,27,emoji_rescue_worker
1,emoji_cross_mark_button,27,emoji_cross_mark_button
1,emoji_cancer,30,emoji_cancer
1,emoji_watch,17,emoji_watch
1,emoji_leo,31,emoji_leo
1,emoji_balance_scale,18,emoji_balance_scale
1,emoji_transgender_symbol,41,emoji_transgender_symbol
1,emoji_play_or_pause_button,14,emoji_play_or_pause_button
1,emoji_capricorn,38,emoji_capricorn
1,emoji_umbrella_with_rain_drops,15,emoji_umbrella_with_rain_drops
1,emoji_record_button,24,emoji_record_button
1,emoji_eight,30,emoji_eight
1,emoji_crossed_swords,13,emoji_crossed_swords
1,emoji_ice_skate,10,emoji_ice_skate
1,emoji_hot_springs,21,emoji_hot_springs
1,emoji_fountain,11,emoji_fountain
1,emoji_fleur,31,emoji_fleur
1,emoji_male_sign,22,emoji_male_sign
1,emoji_virgo,14,emoji_virgo
1,emoji_left,23,emoji_left
1,emoji_flag_in_hole,19,emoji_flag_in_hole
1,emoji_up_arrow,11,emoji_up_arrow
1,emoji_black_medium_square,8,emoji_black_medium_square
1,emoji_soccer_ball,27,emoji_soccer_ball
1,emoji_atom_symbol,27,emoji_atom_symbol
1,emoji_white_exclamation_mark,28,emoji_white_exclamation_mark
1,emoji_raised_fist,24,emoji_raised_fist
1,emoji_pisces,25,emoji_pisces
1,emoji_person_bouncing_ball,17,emoji_person_bouncing_ball
1,emoji_fast_down_button,21,emoji_fast_down_button
1,emoji_writing_hand,13,emoji_writing_hand
1,emoji_aries,28,emoji_aries
1,emoji_cloud_with_lightning_and_rain,16,emoji_cloud_with_lightning_and_rain
1,emoji_wheel_of_dharma,17,emoji_wheel_of_dharma
1,emoji_female_sign,16,emoji_female_sign
1,emoji_infinity,12,emoji_infinity
1,emoji_sun_behind_cloud,20,emoji_sun_behind_cloud
1,emoji_up,22,emoji_up
1,emoji_church,10,emoji_church
1,emoji_spade_suit,14,emoji_spade_suit
1,emoji_hot_beverage,12,emoji_hot_beverage
1,emoji_check_mark,11,emoji_check_mark
1,emoji_upside,2,emoji_upside
1,emoji_skull_and_crossbones,17,emoji_skull_and_crossbones
1,emoji_divide,17,emoji_divide
1,emoji_envelope,12,emoji_envelope
1,emoji_snowflake,16,emoji_snowflake
1,emoji_umbrella,27,emoji_umbrella
1,emoji_fuel_pump,13,emoji_fuel_pump
1,emoji_black_small_square,5,emoji_black_small_square
1,emoji_eject_button,16,emoji_eject_button
