komentar_id,Username,T_komentar,link
7469019089891427073,naaa09878,@🍄🍓🐮 @advllnn 😭😭😭🙏🏻🙏🏻🙏🏻,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468144376256004882,zyktyd,@bil @dlsaadell 😭😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468134905978782471,30nanaaaa,heh😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7469013660108423954,pramudy15,gbkln ada yg mau boking bg🗿,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468696531995968264,lynnevynn,HAHAHAH 😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468563165950558983,viadellaaaaa,"plis ak juga ad kumis tipis""",https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468473483938398997,naaaarawwwww,dan yap gw ngerasa 🗿,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468279652349461255,deviii74_,@𝓻 𝓪 𝓽 😔,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468281697798062853,peacchyteaaa,rusoh😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468278923680350984,nafacaelatulnisa,@Naaa 😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7469016000865829640,1._100.com,keselek bree😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468255834424197896,selvia_mpiii,ka? aku juga kumisan lohh😔,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468191610812695304,luluccia,"sejauh ini, ini yang paling jauh😭",https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468129756103131909,tesaaa111,anj😭😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468107014629376786,meymeysaaaa20,anjirr😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468105116048786183,rismaaaaa876,woii😭😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468067836100887316,n0vlyn_n,adenya,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468065396416758533,4iintannnn,. yaapuun 😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468998759340835591,faragapakekp,@ale 😭😭😭😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7469183770592019205,alericanoo,WOI😭😭😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7469192573430711047,faragapakekp,😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7469055798049948423,dhooonzzz,loh Sumanto Tonggo ku di gawa gwa,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468912717378994951,nd.phrodity,@Ichell ✨,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7469052749835223813,ippwettyygurlllz88,omg kwkwkwkkwkwkwkw,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468997495043326728,catra1887,okee,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468994042454770440,ayu53208,jngn gtu jga co jahat banget,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7469000841698935560,catra1887,iya maap,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7469017507321529096,ayu53208,eh jangan mintak maaf ke gw,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468942656934396679,rudianakbaikkk_,@nurulljannah99 😭🗿,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468730979286647570,aswnn73,pritt pritt pelanggaran🗿,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468655845292753682,h3artless._0,@🌷🌷 @🍬,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468672310763062023,jiandyfh,"ttp cantik, btw iya jg",https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468655583701287681,frliaanandaaa,@t 😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468666361183552264,_iisnaaaaa,ra aturan😭😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468649057935377153,rr.rifn4nie__,@bll🅰️ 😭😭😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
