epoch,train_loss,train_f1,val_loss,val_acc,val_f1
1,0.6880358869089261,0.7126849941276737,0.5715499339945808,0.7776527934008249,0.7591582551154215
2,0.45814258201643715,0.8191818552733361,0.5538882119605547,0.7857142857142857,0.7793162463113804
3,0.3198617769082882,0.8794772919215927,0.6167835392976996,0.7780277465316835,0.7709745322627403
4,0.20111991110641378,0.9298250718487305,0.7254269642802182,0.785339332583427,0.7676993658978267
5,0.13342680584620753,0.955545949488226,0.7739588671077894,0.7881514810648669,0.7707478544174594
